20/05/2022 03:13:32.07 [Information] -------------------------------
20/05/2022 03:13:32.09 [Information] *** Begin Prepare ''!
20/05/2022 03:13:32.09 [Information] *** Begin prepare project 'KETVOL425100R01 V1.23.0.0'!
20/05/2022 03:13:59.17 [Information] *** Start preparation of 'KETVOL425100R01' path ''
20/05/2022 03:14:19.01 [Information] Prepare Installation of project "KETVOL425100R01 V1.23.0.0".
20/05/2022 03:14:19.01 [Information] Current project was "KETVOL425100R01 V1.20.0".
20/05/2022 03:14:28.27 [Information] Dispose KopFileContainer ServoGunBasic (V1.0.10.5128).
20/05/2022 03:14:28.29 [Information] ° WorkVisual version found : V5.0.5_Build0600
20/05/2022 03:14:28.32 [Information] °°° Begin adding actions for project 'KETVOL425100R01 V1.23.0.0'!
20/05/2022 03:14:28.43 [Warning] Element Type changed for {ExternalFileManifest File:Copy(KRC:\R1\Mada\machine.upg) - SavedExternal} -> krl
20/05/2022 03:14:28.43 [Warning] Element Type changed for {ExternalFileManifest File:Copy(KRC:\R1\Mada\robcor.upg) - SavedExternal} -> krl
20/05/2022 03:14:28.44 [Warning] Element Type changed for {ExternalFileManifest File:Copy(KRC:\STEU\Mada\custom.upg) - SavedExternal} -> krl
20/05/2022 03:14:28.44 [Warning] Element Type changed for {ExternalFileManifest File:Copy(KRC:\STEU\Mada\machine.upg) - SavedExternal} -> krl
20/05/2022 03:14:28.44 [Warning] Element Type changed for {ExternalFileManifest File:Copy(KRC:\STEU\Mada\option.upg) - SavedExternal} -> krl
20/05/2022 03:14:28.44 [Warning] Element Type changed for {ExternalFileManifest Config:Copy(Config:\User\Common\SafetyConfigData.xml) - SavedExternal} -> safety
20/05/2022 03:14:28.44 [Warning] Element Type changed for {ExternalFileManifest Config:Copy(Config:\User\Common\SCtlPara.sg) - SavedExternal} -> safety
20/05/2022 03:14:28.44 [Warning] Element Type changed for {ExternalFileManifest Safety:Copy(Config:\User\Common\MotionDrivers\motiondrv.ini) - Automatic, SavedExternal} -> config
20/05/2022 03:14:28.45 [Warning] Element Type changed for {ExternalFileManifest File:Copy(Config:\System\Common\bas_cm_api.xml) - Manual} -> config
20/05/2022 03:14:28.45 [Warning] Element Type changed for {ExternalFileManifest Safety:Copy(Config:\User\Common\SCTLCRC.XML) - Automatic} -> config
20/05/2022 03:14:28.47 [Information] SafetyHandler ignores element: '{ExternalFileManifest safety:Copy(Config:\User\Common\SafetyConfigData.xml) - SavedExternal}'
20/05/2022 03:14:28.47 [Information] SafetyHandler ignores element: '{ExternalFileManifest safety:Copy(Config:\User\Common\SCtlPara.sg) - SavedExternal}'
20/05/2022 03:14:28.47 [Information] SafetyHandler ignores element: '{ExternalFileManifest safety:Copy(Config:\User\Common\HNFINFO.SAF) - SavedExternal}'
20/05/2022 03:14:34.32 [Information] ° Reboot requested before activation = True
20/05/2022 03:14:34.34 [Information] [ServoGunBasic V1.0.10]	*** Start preparation
20/05/2022 03:14:34.35 [Information] °°° Begin initialize actions for project 'KETVOL425100R01 V1.23.0.0'!
20/05/2022 03:14:34.39 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\SchedulerAction.BackupAction.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.39 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\ProjectExternalFileList.xml), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.40 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\SmartHMI.User.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.40 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\Settings.xml), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.41 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\InitialProjectSetup.User.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.41 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\Gripper.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.42 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\PMService.user.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.43 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\KukaPMService.User.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.44 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\VW_User.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.44 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\KLMDigitalIO.WriteProtectedOutputs.cfg), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.45 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\Roboter\Init\RefListe.txt), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.46 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\Measurement.Points.cfg), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.47 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\InstallTech.cfg), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.48 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\WorkVisualServiceHost.User.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.48 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\activationfilter.config), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.49 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\User\configmon.xsd), 1500, 0'. MD5 check is identical!
20/05/2022 03:14:34.50 [Information] [Copy]	Action ignore: 'New:file.Copy(C:\KRC\Roboter\Init\vw_user.ini), 1500, 0'. MD5 check is identical!
